aTV_x aTV_y aTV_z / Xrot Yrot Zrot / X2 Y2 Z2
0.117000 -0.025500 -1.003250 / -5.635183 3.571425 2.168205 / -1060.686279 532.830200 745.215149
0.117000 -0.025500 -1.003250 / -5.627608 3.593600 2.152405 / -1066.310059 536.434875 747.359680
0.117000 -0.025500 -1.003250 / -5.620033 3.615775 2.136605 / -1071.926270 540.061768 749.488403
0.117000 -0.025500 -1.003250 / -5.612458 3.637950 2.120805 / -1077.534912 543.710815 751.601318
0.117000 -0.025500 -1.003250 / -5.604883 3.660125 2.105005 / -1083.135986 547.382019 753.698425
0.117000 -0.025500 -1.003250 / -5.597308 3.682300 2.089205 / -1088.729492 551.075378 755.779724
0.117000 -0.025500 -1.003250 / -5.589733 3.704475 2.073405 / -1094.315430 554.790955 757.845215
0.117000 -0.025500 -1.003250 / -5.582158 3.726650 2.057605 / -1099.893799 558.528687 759.894897
0.117000 -0.025500 -1.003250 / -5.574583 3.748825 2.041805 / -1105.464600 562.288574 761.928772
0.117000 -0.025500 -1.003250 / -5.567008 3.771000 2.026005 / -1111.027832 566.070679 763.946899
0.097250 0.031250 -0.985250 / -5.569508 3.807200 2.027055 / -1116.598633 569.895996 765.974487
0.097250 0.031250 -0.985250 / -5.572008 3.843400 2.028105 / -1122.171875 573.757507 768.003113
0.097250 0.031250 -0.985250 / -5.574508 3.879601 2.029155 / -1127.747681 577.655212 770.032776
0.097250 0.031250 -0.985250 / -5.577008 3.915801 2.030205 / -1133.325928 581.589111 772.063477
0.097250 0.031250 -0.985250 / -5.579508 3.952001 2.031255 / -1138.906738 585.559204 774.095276
0.097250 0.031250 -0.985250 / -5.582008 3.988201 2.032305 / -1144.489990 589.565491 776.128113
0.097250 0.031250 -0.985250 / -5.584508 4.024401 2.033355 / -1150.075806 593.607971 778.161987
0.097250 0.031250 -0.985250 / -5.587008 4.060601 2.034405 / -1155.664062 597.686646 780.196899
0.097250 0.031250 -0.985250 / -5.589508 4.096801 2.035455 / -1161.254761 601.801575 782.232849
0.097250 0.031250 -0.985250 / -5.592008 4.133001 2.036505 / -1166.848022 605.952698 784.269897
0.097250 0.031250 -0.985250 / -5.594508 4.169201 2.037555 / -1172.443726 610.140015 786.307983
0.097250 0.031250 -0.985250 / -5.597008 4.205401 2.038604 / -1178.041992 614.363525 788.347107
0.097250 0.031250 -0.985250 / -5.599508 4.241601 2.039654 / -1183.642700 618.623230 790.387268
0.097250 0.031250 -0.985250 / -5.602008 4.277801 2.040704 / -1189.245972 622.919128 792.428528
0.097250 0.031250 -0.985250 / -5.604508 4.314001 2.041754 / -1194.851685 627.251221 794.470825
0.097250 0.031250 -0.985250 / -5.607008 4.350201 2.042804 / -1200.459961 631.619507 796.514160
0.097250 0.031250 -0.985250 / -5.609509 4.386401 2.043854 / -1206.070679 636.023987 798.558533
0.097250 0.031250 -0.985250 / -5.612009 4.422601 2.044904 / -1211.683960 640.464661 800.603943
0.097250 0.031250 -0.985250 / -5.614509 4.458801 2.045954 / -1217.299683 644.941589 802.650452
0.097250 0.031250 -0.985250 / -5.617009 4.495001 2.047004 / -1222.917969 649.454712 804.697998
0.097250 0.031250 -0.985250 / -5.619509 4.531201 2.048054 / -1228.538696 654.004028 806.746582
0.097250 0.031250 -0.985250 / -5.622009 4.567401 2.049104 / -1234.161987 658.589539 808.796204
0.097250 0.031250 -0.985250 / -5.624509 4.603601 2.050154 / -1239.787720 663.211243 810.846863
0.097250 0.031250 -0.985250 / -5.627009 4.639802 2.051204 / -1245.416016 667.869141 812.898621
0.097250 0.031250 -0.985250 / -5.629509 4.676002 2.052254 / -1251.046753 672.563232 814.951416
0.097250 0.031250 -0.985250 / -5.632009 4.712202 2.053304 / -1256.680054 677.293518 817.005249
0.097250 0.031250 -0.985250 / -5.634509 4.748402 2.054354 / -1262.315796 682.059998 819.060120
0.097250 0.031250 -0.985250 / -5.637009 4.784602 2.055404 / -1267.954102 686.862671 821.116028
0.097250 0.031250 -0.985250 / -5.639509 4.820802 2.056454 / -1273.594849 691.701599 823.173035
0.097250 0.031250 -0.985250 / -5.642009 4.857002 2.057504 / -1279.238159 696.576721 825.231079
0.097250 0.031250 -0.985250 / -5.644509 4.893202 2.058554 / -1284.883911 701.488037 827.290161
0.097250 0.031250 -0.985250 / -5.647009 4.929402 2.059604 / -1290.532227 706.435547 829.350281
0.097250 0.031250 -0.985250 / -5.649509 4.965602 2.060654 / -1296.182983 711.419250 831.411438
0.097250 0.031250 -0.985250 / -5.652009 5.001802 2.061704 / -1301.836182 716.439148 833.473694
0.097250 0.031250 -0.985250 / -5.654510 5.038002 2.062754 / -1307.491943 721.495239 835.536987
0.097250 0.031250 -0.985250 / -5.657010 5.074202 2.063804 / -1313.150146 726.587524 837.601318
0.097250 0.031250 -0.985250 / -5.659510 5.110402 2.064854 / -1318.810913 731.716003 839.666687
0.097250 0.031250 -0.985250 / -5.662010 5.146602 2.065904 / -1324.474121 736.880676 841.733093
0.097250 0.031250 -0.985250 / -5.664510 5.182802 2.066954 / -1330.139893 742.081604 843.800598
0.097250 0.031250 -0.985250 / -5.667010 5.219002 2.068004 / -1335.808105 747.318726 845.869141
0.050750 0.099500 -0.983250 / -5.664485 5.263677 2.073854 / -1341.471313 752.604736 847.945923
0.050750 0.099500 -0.983250 / -5.661960 5.308352 2.079705 / -1347.131958 757.935425 850.028564
0.050750 0.099500 -0.983250 / -5.659435 5.353027 2.085555 / -1352.790161 763.310791 852.117065
0.050750 0.099500 -0.983250 / -5.656910 5.397702 2.091405 / -1358.445801 768.730835 854.211365
0.050750 0.099500 -0.983250 / -5.654386 5.442377 2.097255 / -1364.098877 774.195557 856.311523
0.050750 0.099500 -0.983250 / -5.651861 5.487051 2.103105 / -1369.749512 779.704956 858.417542
0.050750 0.099500 -0.983250 / -5.649336 5.531726 2.108955 / -1375.397583 785.259033 860.529419
0.050750 0.099500 -0.983250 / -5.646811 5.576401 2.114805 / -1381.043091 790.857788 862.647156
0.050750 0.099500 -0.983250 / -5.644286 5.621076 2.120655 / -1386.686157 796.501221 864.770752
0.050750 0.099500 -0.983250 / -5.641761 5.665751 2.126505 / -1392.326660 802.189331 866.900208
0.050750 0.099500 -0.983250 / -5.639236 5.710426 2.132355 / -1397.964600 807.922119 869.035461
0.050750 0.099500 -0.983250 / -5.636712 5.755101 2.138205 / -1403.600098 813.699585 871.176575
0.050750 0.099500 -0.983250 / -5.634187 5.799776 2.144055 / -1409.233032 819.521729 873.323547
0.050750 0.099500 -0.983250 / -5.631662 5.844450 2.149905 / -1414.863403 825.388489 875.476379
0.050750 0.099500 -0.983250 / -5.629137 5.889125 2.155756 / -1420.491333 831.299927 877.635071
0.050750 0.099500 -0.983250 / -5.626612 5.933800 2.161606 / -1426.116699 837.256042 879.799622
0.050750 0.099500 -0.983250 / -5.624087 5.978475 2.167456 / -1431.739502 843.256836 881.970032
0.050750 0.099500 -0.983250 / -5.621562 6.023150 2.173306 / -1437.359741 849.302307 884.146240
0.050750 0.099500 -0.983250 / -5.619038 6.067825 2.179156 / -1442.977539 855.392456 886.328308
0.050750 0.099500 -0.983250 / -5.616513 6.112500 2.185006 / -1448.592773 861.527283 888.516235
0.050750 0.099500 -0.983250 / -5.613988 6.157175 2.190856 / -1454.205444 867.706787 890.710022
0.050750 0.099500 -0.983250 / -5.611463 6.201849 2.196706 / -1459.815674 873.930969 892.909668
0.050750 0.099500 -0.983250 / -5.608938 6.246524 2.202556 / -1465.423340 880.199829 895.115173
0.050750 0.099500 -0.983250 / -5.606413 6.291199 2.208406 / -1471.028442 886.513367 897.326477
0.050750 0.099500 -0.983250 / -5.603889 6.335874 2.214256 / -1476.631104 892.871582 899.543640
0.050750 0.099500 -0.983250 / -5.601364 6.380549 2.220106 / -1482.231201 899.274475 901.766663
0.050750 0.099500 -0.983250 / -5.598839 6.425224 2.225956 / -1487.828735 905.722046 903.995544
0.050750 0.099500 -0.983250 / -5.596314 6.469899 2.231807 / -1493.423828 912.214294 906.230286
0.050750 0.099500 -0.983250 / -5.593789 6.514574 2.237657 / -1499.016357 918.751221 908.470886
0.050750 0.099500 -0.983250 / -5.591264 6.559248 2.243507 / -1504.606323 925.332825 910.717346
0.050750 0.099500 -0.983250 / -5.588739 6.603923 2.249357 / -1510.193848 931.959106 912.969604
0.050750 0.099500 -0.983250 / -5.586215 6.648598 2.255207 / -1515.778809 938.630066 915.227722
0.050750 0.099500 -0.983250 / -5.583690 6.693273 2.261057 / -1521.361206 945.345703 917.491699
0.050750 0.099500 -0.983250 / -5.581165 6.737948 2.266907 / -1526.941162 952.106018 919.761536
0.050750 0.099500 -0.983250 / -5.578640 6.782623 2.272757 / -1532.518555 958.910950 922.037231
0.050750 0.099500 -0.983250 / -5.576115 6.827298 2.278607 / -1538.093384 965.760559 924.318787
0.050750 0.099500 -0.983250 / -5.573590 6.871973 2.284457 / -1543.665771 972.654846 926.606140
0.050750 0.099500 -0.983250 / -5.571065 6.916647 2.290307 / -1549.235596 979.593811 928.899353
0.050750 0.099500 -0.983250 / -5.568541 6.961322 2.296157 / -1554.802856 986.577454 931.198425
0.050750 0.099500 -0.983250 / -5.566016 7.005997 2.302007 / -1560.367554 993.605774 933.503357
0.046250 0.097000 -1.009750 / -5.556791 7.020722 2.285507 / -1565.919678 1000.633850 935.780640
0.046250 0.097000 -1.009750 / -5.547566 7.035448 2.269007 / -1571.462646 1007.676636 938.041382
0.046250 0.097000 -1.009750 / -5.538341 7.050173 2.252507 / -1576.996338 1014.734192 940.285645
0.046250 0.097000 -1.009750 / -5.529116 7.064898 2.236007 / -1582.520874 1021.806458 942.513428
0.046250 0.097000 -1.009750 / -5.519891 7.079623 2.219507 / -1588.036133 1028.893433 944.724670
0.046250 0.097000 -1.009750 / -5.510666 7.094348 2.203007 / -1593.542236 1035.995117 946.919434
0.046250 0.097000 -1.009750 / -5.501441 7.109074 2.186507 / -1599.039062 1043.111572 949.097717
0.046250 0.097000 -1.009750 / -5.492217 7.123799 2.170007 / -1604.526611 1050.242676 951.259460
0.046250 0.097000 -1.009750 / -5.482992 7.138524 2.153507 / -1610.005005 1057.388550 953.404724
0.046250 0.097000 -1.009750 / -5.473767 7.153249 2.137007 / -1615.474121 1064.549194 955.533508
0.046250 0.097000 -1.009750 / -5.464542 7.167974 2.120507 / -1620.934082 1071.724487 957.645752
0.046250 0.097000 -1.009750 / -5.455317 7.182700 2.104007 / -1626.384766 1078.914551 959.741516
0.046250 0.097000 -1.009750 / -5.446092 7.197425 2.087507 / -1631.826294 1086.119385 961.820801
0.046250 0.097000 -1.009750 / -5.436867 7.212150 2.071007 / -1637.258545 1093.338867 963.883545
0.046250 0.097000 -1.009750 / -5.427642 7.226875 2.054507 / -1642.681519 1100.573120 965.929810
0.046250 0.097000 -1.009750 / -5.418417 7.241601 2.038007 / -1648.095337 1107.822144 967.959595
0.046250 0.097000 -1.009750 / -5.409193 7.256326 2.021508 / -1653.499878 1115.085815 969.972839
0.046250 0.097000 -1.009750 / -5.399968 7.271051 2.005008 / -1658.895264 1122.364258 971.969604
0.046250 0.097000 -1.009750 / -5.390743 7.285776 1.988508 / -1664.281372 1129.657349 973.949890
0.046250 0.097000 -1.009750 / -5.381518 7.300501 1.972008 / -1669.658325 1136.965210 975.913635
0.046250 0.097000 -1.009750 / -5.372293 7.315227 1.955508 / -1675.026001 1144.287842 977.860901
0.046250 0.097000 -1.009750 / -5.363068 7.329952 1.939008 / -1680.384399 1151.625122 979.791687
0.046250 0.097000 -1.009750 / -5.353843 7.344677 1.922508 / -1685.733643 1158.977173 981.705933
0.046250 0.097000 -1.009750 / -5.344618 7.359402 1.906008 / -1691.073608 1166.343994 983.603699
0.046250 0.097000 -1.009750 / -5.335393 7.374127 1.889508 / -1696.404419 1173.725464 985.484985
0.046250 0.097000 -1.009750 / -5.326169 7.388853 1.873008 / -1701.725952 1181.121704 987.349731
0.046250 0.097000 -1.009750 / -5.316944 7.403578 1.856508 / -1707.038330 1188.532593 989.197998
0.046250 0.097000 -1.009750 / -5.307719 7.418303 1.840008 / -1712.341431 1195.958252 991.029785
0.046250 0.097000 -1.009750 / -5.298494 7.433028 1.823508 / -1717.635254 1203.398682 992.845032
0.046250 0.097000 -1.009750 / -5.289269 7.447753 1.807008 / -1722.919922 1210.853760 994.643799
0.046250 0.097000 -1.009750 / -5.280044 7.462479 1.790508 / -1728.195312 1218.323608 996.426086
0.046250 0.097000 -1.009750 / -5.270819 7.477204 1.774008 / -1733.461548 1225.808228 998.191833
0.046250 0.097000 -1.009750 / -5.261594 7.491929 1.757508 / -1738.718506 1233.307495 999.941101
0.046250 0.097000 -1.009750 / -5.252369 7.506654 1.741008 / -1743.966309 1240.821533 1001.673828
0.046250 0.097000 -1.009750 / -5.243145 7.521379 1.724508 / -1749.204834 1248.350220 1003.390076
0.046250 0.097000 -1.009750 / -5.233920 7.536105 1.708008 / -1754.434082 1255.893677 1005.089844
0.046250 0.097000 -1.009750 / -5.224695 7.550830 1.691508 / -1759.654175 1263.451904 1006.773071
0.046250 0.097000 -1.009750 / -5.215470 7.565555 1.675008 / -1764.864990 1271.024780 1008.439819
0.046250 0.097000 -1.009750 / -5.206245 7.580280 1.658508 / -1770.066650 1278.612427 1010.090088
0.046250 0.097000 -1.009750 / -5.197020 7.595006 1.642008 / -1775.259033 1286.214844 1011.723816
-0.040250 0.080000 -0.960750 / -5.207945 7.603005 1.661908 / -1780.472412 1293.821899 1013.395691
-0.040250 0.080000 -0.960750 / -5.218870 7.611005 1.681808 / -1785.696777 1301.436890 1015.087463
-0.040250 0.080000 -0.960750 / -5.229795 7.619005 1.701707 / -1790.932007 1309.059937 1016.799133
-0.040250 0.080000 -0.960750 / -5.240719 7.627005 1.721607 / -1796.178223 1316.690918 1018.530701
-0.040250 0.080000 -0.960750 / -5.251644 7.635005 1.741507 / -1801.435303 1324.329956 1020.282166
-0.040250 0.080000 -0.960750 / -5.262569 7.643005 1.761407 / -1806.703369 1331.976929 1022.053528
-0.040250 0.080000 -0.960750 / -5.273494 7.651005 1.781307 / -1811.982300 1339.631958 1023.844788
-0.040250 0.080000 -0.960750 / -5.284419 7.659005 1.801207 / -1817.272217 1347.294922 1025.656006
-0.040250 0.080000 -0.960750 / -5.295343 7.667005 1.821107 / -1822.572998 1354.965942 1027.487061
-0.040250 0.080000 -0.960750 / -5.306268 7.675004 1.841007 / -1827.884766 1362.644897 1029.338013
-0.040250 0.080000 -0.960750 / -5.317193 7.683004 1.860907 / -1833.207397 1370.331909 1031.208862
-0.040250 0.080000 -0.960750 / -5.328118 7.691004 1.880807 / -1838.541016 1378.026855 1033.099609
-0.040250 0.080000 -0.960750 / -5.339043 7.699004 1.900707 / -1843.885498 1385.729858 1035.010254
-0.040250 0.080000 -0.960750 / -5.349967 7.707004 1.920607 / -1849.240967 1393.440918 1036.940796
-0.040250 0.080000 -0.960750 / -5.360892 7.715004 1.940507 / -1854.607300 1401.159912 1038.891235
-0.040250 0.080000 -0.960750 / -5.371817 7.723004 1.960407 / -1859.984619 1408.886963 1040.861572
-0.040250 0.080000 -0.960750 / -5.382742 7.731004 1.980307 / -1865.372803 1416.621948 1042.851807
-0.040250 0.080000 -0.960750 / -5.393667 7.739004 2.000207 / -1870.771973 1424.364990 1044.861938
-0.040250 0.080000 -0.960750 / -5.404592 7.747004 2.020107 / -1876.182007 1432.115967 1046.891968
-0.040250 0.080000 -0.960750 / -5.415516 7.755003 2.040007 / -1881.603027 1439.875000 1048.941895
-0.040250 0.080000 -0.960750 / -5.426441 7.763003 2.059907 / -1887.034912 1447.641968 1051.011719
-0.040250 0.080000 -0.960750 / -5.437366 7.771003 2.079807 / -1892.477783 1455.416992 1053.101440
-0.040250 0.080000 -0.960750 / -5.448291 7.779003 2.099707 / -1897.931519 1463.199951 1055.211060
-0.040250 0.080000 -0.960750 / -5.459216 7.787003 2.119607 / -1903.396240 1470.990967 1057.340576
-0.040250 0.080000 -0.960750 / -5.470140 7.795003 2.139508 / -1908.871826 1478.789917 1059.489990
-0.040250 0.080000 -0.960750 / -5.481065 7.803003 2.159408 / -1914.358398 1486.596924 1061.659302
-0.040250 0.080000 -0.960750 / -5.491990 7.811003 2.179308 / -1919.855835 1494.411987 1063.848511
-0.040250 0.080000 -0.960750 / -5.502915 7.819003 2.199208 / -1925.364258 1502.234985 1066.057617
-0.040250 0.080000 -0.960750 / -5.513840 7.827003 2.219108 / -1930.883545 1510.066040 1068.286621
-0.040250 0.080000 -0.960750 / -5.524765 7.835002 2.239008 / -1936.413818 1517.905029 1070.535522
-0.040250 0.080000 -0.960750 / -5.535689 7.843002 2.258908 / -1941.954956 1525.752075 1072.804321
-0.040250 0.080000 -0.960750 / -5.546614 7.851002 2.278808 / -1947.507080 1533.607056 1075.093140
-0.040250 0.080000 -0.960750 / -5.557539 7.859002 2.298708 / -1953.070068 1541.470093 1077.401855
-0.040250 0.080000 -0.960750 / -5.568464 7.867002 2.318608 / -1958.644043 1549.341064 1079.730469
-0.040250 0.080000 -0.960750 / -5.579389 7.875002 2.338508 / -1964.228882 1557.220093 1082.078979
-0.040250 0.080000 -0.960750 / -5.590313 7.883002 2.358408 / -1969.824707 1565.107056 1084.447388
-0.040250 0.080000 -0.960750 / -5.601238 7.891002 2.378309 / -1975.431396 1573.002075 1086.835693
-0.040250 0.080000 -0.960750 / -5.612163 7.899002 2.398209 / -1981.049072 1580.905029 1089.243896
-0.040250 0.080000 -0.960750 / -5.623088 7.907001 2.418109 / -1986.677612 1588.816040 1091.671997
-0.040250 0.080000 -0.960750 / -5.634013 7.915001 2.438009 / -1992.317139 1596.734985 1094.119995
-0.088000 0.102000 -0.953000 / -5.648138 7.940351 2.469309 / -1997.972290 1604.687988 1096.604980
-0.088000 0.102000 -0.953000 / -5.662262 7.965702 2.500609 / -2003.641602 1612.666382 1099.121216
-0.088000 0.102000 -0.953000 / -5.676387 7.991052 2.531909 / -2009.325073 1620.670166 1101.668823
-0.088000 0.102000 -0.953000 / -5.690512 8.016401 2.563209 / -2015.022705 1628.699219 1104.247681
-0.088000 0.102000 -0.953000 / -5.704637 8.041751 2.594509 / -2020.734375 1636.753662 1106.857788
-0.088000 0.102000 -0.953000 / -5.718762 8.067101 2.625809 / -2026.460205 1644.833496 1109.499268
-0.088000 0.102000 -0.953000 / -5.732887 8.092450 2.657109 / -2032.200195 1652.938599 1112.171997
-0.088000 0.102000 -0.953000 / -5.747012 8.117800 2.688409 / -2037.954224 1661.069092 1114.876099
-0.088000 0.102000 -0.953000 / -5.761137 8.143149 2.719709 / -2043.722412 1669.224976 1117.611450
-0.088000 0.102000 -0.953000 / -5.775261 8.168499 2.751009 / -2049.504639 1677.406128 1120.378052
-0.088000 0.102000 -0.953000 / -5.789386 8.193849 2.782310 / -2055.301025 1685.612671 1123.176025
-0.088000 0.102000 -0.953000 / -5.803511 8.219198 2.813610 / -2061.111572 1693.844604 1126.005249
-0.088000 0.102000 -0.953000 / -5.817636 8.244548 2.844910 / -2066.936279 1702.101807 1128.865845
-0.088000 0.102000 -0.953000 / -5.831761 8.269897 2.876210 / -2072.775146 1710.384399 1131.757690
-0.088000 0.102000 -0.953000 / -5.845886 8.295247 2.907510 / -2078.628174 1718.692383 1134.680908
-0.088000 0.102000 -0.953000 / -5.860011 8.320597 2.938810 / -2084.495361 1727.025635 1137.635376
-0.088000 0.102000 -0.953000 / -5.874135 8.345946 2.970110 / -2090.376465 1735.384277 1140.621094
-0.088000 0.102000 -0.953000 / -5.888260 8.371296 3.001410 / -2096.271729 1743.768188 1143.638184
-0.088000 0.102000 -0.953000 / -5.902385 8.396646 3.032710 / -2102.181152 1752.177490 1146.686523
-0.088000 0.102000 -0.953000 / -5.916510 8.421995 3.064010 / -2108.104736 1760.612183 1149.766235
-0.088000 0.102000 -0.953000 / -5.930635 8.447345 3.095310 / -2114.042480 1769.072144 1152.877197
-0.088000 0.102000 -0.953000 / -5.944760 8.472694 3.126610 / -2119.994385 1777.557495 1156.019409
-0.088000 0.102000 -0.953000 / -5.958885 8.498044 3.157910 / -2125.960449 1786.068237 1159.192993
-0.088000 0.102000 -0.953000 / -5.973010 8.523394 3.189210 / -2131.940430 1794.604248 1162.397827
-0.088000 0.102000 -0.953000 / -5.987134 8.548743 3.220510 / -2137.934570 1803.165649 1165.634033
-0.088000 0.102000 -0.953000 / -6.001259 8.574093 3.251811 / -2143.942871 1811.752441 1168.901489
-0.088000 0.102000 -0.953000 / -6.015384 8.599442 3.283111 / -2149.965332 1820.364502 1172.200195
-0.088000 0.102000 -0.953000 / -6.029509 8.624792 3.314411 / -2156.001953 1829.001953 1175.530273
-0.088000 0.102000 -0.953000 / -6.043634 8.650142 3.345711 / -2162.052734 1837.664795 1178.891602
-0.088000 0.102000 -0.953000 / -6.057759 8.675491 3.377011 / -2168.117676 1846.352905 1182.284302
-0.088000 0.102000 -0.953000 / -6.071884 8.700841 3.408311 / -2174.196533 1855.066406 1185.708252
-0.088000 0.102000 -0.953000 / -6.086009 8.726191 3.439611 / -2180.289551 1863.805298 1189.163452
-0.088000 0.102000 -0.953000 / -6.100133 8.751540 3.470911 / -2186.396729 1872.569458 1192.650024
-0.088000 0.102000 -0.953000 / -6.114258 8.776890 3.502211 / -2192.518066 1881.359009 1196.167847
